Temperature (K)	Bridge 1 Resistivity (Ohm)	Bridge 2 Resistivity (Ohm)
259.5915985	88.64142944	78.1199585
259.4253998	88.67579712	78.14880066
259.2433014	88.75108185	78.21133331
259.076889	88.79927917	78.25136688
258.8952484	88.86136505	78.30290466
258.7173615	88.91742798	78.35050507
258.5354462	88.974487	78.39749908
258.3669434	88.99900269	78.4172345
258.1905975	89.08139587	78.48589447
258.0245361	89.11940857	78.51890076
257.8417053	89.19185974	78.577771
257.6740112	89.22979645	78.61057159
257.501297	89.29917694	78.66706665
257.3377533	89.33355377	78.69667999
257.1613464	89.40614502	78.75631714
256.9924622	89.46897675	78.80979248
256.8141022	89.51404297	78.84725464
256.6451569	89.56047882	78.88644135
256.4606934	89.6260318	78.93997559
256.2793427	89.68851074	78.99246094
256.0989075	89.74260345	79.03708069
255.9259949	89.80101898	79.08648926
255.7406006	89.85918732	79.13406555
255.5783997	89.90259216	79.17064758
255.4041977	89.96791473	79.22487396
255.2239532	90.02480621	79.2662674
255.0389481	90.08611084	79.32276215
254.862999	90.14754272	79.37357147
254.6791458	90.20166412	79.41797791
254.5090027	90.25786987	79.465802
254.3320465	90.31415253	79.51257996
254.1513519	90.37929352	79.5634256
253.9596481	90.43291992	79.61107117
253.7946014	90.49226105	79.65995026
253.6085968	90.55228729	79.71031525
253.4420013	90.60475647	79.75426392
253.2659988	90.66430206	79.80362793
253.0988464	90.69860962	79.83047699
252.9217529	90.77812897	79.89819214
252.7550964	90.81230194	79.92519226
252.5753479	90.89197327	79.99268555
252.399353	90.95874268	80.04591156
252.2168045	91.01062012	80.09112183
252.0484467	91.0588205	80.13187775
251.8767014	91.12079498	80.18281036
251.7093506	91.18391815	80.23493164
251.5392456	91.22982452	80.27314819
251.3728027	91.29435181	80.3280188
251.1883011	91.34713165	80.37052124
251.0149002	91.39658875	80.41158081
250.845047	91.4628064	80.46672791
250.6770935	91.51212769	80.50744568
250.4929504	91.58286285	80.56657043
250.3262482	91.63415558	80.60862671
250.1506958	91.70048187	80.66271149
249.9713058	91.74666473	80.70099213
249.7803497	91.8219397	80.76477264
249.6130066	91.87203308	80.79673248
249.4388504	91.94217468	80.86440338
249.2754974	92.00223511	80.91512054
249.0977478	92.05651245	80.95950378
248.9178543	92.12381897	81.01762329
248.7325516	92.1795993	81.06153656
248.5723495	92.22253296	81.09745636
248.3922043	92.29486725	81.15588013
248.2182541	92.33799896	81.1978125
248.052803	92.40896149	81.25186829
247.8796997	92.46585266	81.30048584
247.6945496	92.53322876	81.35472412
247.5173492	92.58787323	81.40030762
247.3318481	92.66024628	81.46022461
247.1711502	92.69999969	81.49234802
246.9942474	92.77703033	81.55717926
246.8103943	92.83154358	81.60176147
246.6270447	92.90449127	81.66272888
246.4596481	92.94547852	81.69560272
246.2793961	93.02440063	81.76192535
246.1090012	93.08896729	81.81997467
245.9252472	93.14799469	81.86447266
245.7716522	93.21615021	81.92121918
245.581398	93.27101166	81.96689697
245.4078522	93.33704346	82.02202789
245.2261963	93.39708038	82.0708905
245.0538025	93.46754059	82.13110596
244.8689499	93.52224609	82.17345093
244.6979523	93.58251343	82.22546173
244.5222015	93.64218658	82.27402802
244.3568497	93.69353912	82.31618195
244.1729507	93.76864136	82.37904114
244.0044479	93.81687653	82.41866119
243.8431473	93.88433563	82.47478546
243.6651993	93.93471222	82.51579468
243.4694977	94.01713196	82.58488922
243.3003006	94.0693399	82.62883392
243.121048	94.14169708	82.6877829
242.9520493	94.19939819	82.73583618
242.7948532	94.25967407	82.78590698
242.6255493	94.31763672	82.8337265
242.4376984	94.38626129	82.89080872
242.2626953	94.44033142	82.9388385
242.0794449	94.51486847	82.99570099
241.9133453	94.57198608	83.04421844
241.728096	94.64918793	83.09927734
241.5648499	94.68313019	83.1349707
241.3905029	94.7703714	83.20002136
241.2101517	94.81506378	83.24839783
241.0177002	94.90797455	83.31254761
240.8511963	94.93662048	83.34565399
240.6739502	95.03179291	83.41687805
240.5058517	95.07177185	83.45783142
240.3257523	95.15929047	83.52132477
240.1608505	95.21591431	83.57837952
239.9760056	95.2859549	83.62686035
239.8019943	95.32287201	83.67191772
239.6146011	95.41943604	83.73671387
239.4352036	95.4619339	83.78539581
239.2514496	95.55482819	83.84862518
239.0905991	95.59565155	83.89136658
238.9057999	95.68321014	83.95400391
238.7290955	95.74876526	84.01378265
238.5437012	95.8157486	84.06394196
238.3781433	95.87370575	84.12246185
238.1978989	95.94363556	84.17027924
238.0328979	95.98806305	84.21576447
237.8510971	96.07469177	84.28019196
237.6732025	96.13255829	84.33293427
237.4893951	96.2086084	84.39164154
237.3167038	96.25391693	84.43649414
237.1341019	96.34116302	84.50117249
236.9590988	96.39823608	84.55848602
236.7746964	96.4790802	84.6116394
236.6107025	96.52788757	84.66336182
236.4359512	96.6080365	84.71790558
236.2723999	96.64562012	84.75882233
236.0871964	96.73818268	84.82626129
235.9245987	96.77933777	84.86919464
235.7510452	96.86796997	84.93584015
235.5812531	96.91519531	84.98252502
235.403595	97.00027924	85.04530426
235.2389526	97.05522217	85.09927185
235.058548	97.13316376	85.15528137
234.8808975	97.19734619	85.20935608
234.6949005	97.26857452	85.26902802
234.5265503	97.33846924	85.33415344
234.3627472	97.3928833	85.37168884
234.1954041	97.45157715	85.4251181
234.0125427	97.52820526	85.48352234
233.8293457	97.59674744	85.55530182
233.6487961	97.67198181	85.59979431
233.4788513	97.69200226	85.62433746
233.2978516	97.80809937	85.71150177
233.1341476	97.85466705	85.76004028
232.9786987	97.93565125	85.81604553
232.8119965	97.96645386	85.85047485
232.6326065	98.06887085	85.92651184
232.4629517	98.1227182	85.98098907
232.2914429	98.2023349	86.03636658
232.1098022	98.24648438	86.08718719
231.9206467	98.34845978	86.15872925
231.7433014	98.40118805	86.20987061
231.5850525	98.4770108	86.26934723
231.4245987	98.53702301	86.32131195
231.2408981	98.61109283	86.38087036
231.0558014	98.68359497	86.43946198
230.8689499	98.75964081	86.50074341
230.703949	98.81377838	86.54701385
230.5251007	98.8977121	86.61300201
230.3512039	98.94273071	86.65755707
230.1687012	99.03788055	86.72817322
229.9897995	99.09449402	86.79620728
229.8043518	99.18413635	86.85021149
229.6383514	99.25199738	86.9139566
229.4562531	99.32737946	86.96515686
229.289093	99.36438293	87.00500214
229.1116943	99.46615448	87.07972931
228.9345551	99.51623474	87.13001099
228.7497025	99.61041168	87.19944489
228.5862045	99.66324188	87.25289276
228.4079971	99.74758057	87.31732239
228.2393036	99.81218262	87.376474
228.066803	99.88736267	87.43116577
227.9028549	99.950112	87.49001312
227.7241974	100.0248227	87.5461026
227.5583954	100.069007	87.58710114
227.3819962	100.1548059	87.65864166
227.2148056	100.2162714	87.6964743
227.041748	100.2933386	87.77252258
226.8656998	100.3588165	87.83692719
226.6924515	100.4360599	87.8910257
226.5254059	100.4966745	87.94734283
226.3621521	100.5748349	88.00440826
226.1818008	100.6604623	88.06679596
225.9980011	100.7221063	88.12807587
225.8349991	100.7628256	88.19052094
225.655899	100.86366	88.24427673
225.4927979	100.9445834	88.29345306
225.3170547	101.0037393	88.36122467
225.1365967	101.0922314	88.41840973
224.9444504	101.1608655	88.49009399
224.7798462	101.2353104	88.54437073
224.6024475	101.302706	88.60776398
224.4398499	101.3681595	88.66899139
224.267395	101.4443652	88.7224469
224.0942459	101.4975299	88.78610809
223.9185486	101.587196	88.84274963
223.7465439	101.6709174	88.90195831
223.5726471	101.7384811	88.96406189
223.4001999	101.815423	89.01686951
223.2442017	101.870654	89.07966675
223.0602493	101.965336	89.14221222
222.8778534	102.0358386	89.20832855
222.7039948	102.1116617	89.26175415
222.5331497	102.1824689	89.32969299
222.3610992	102.2657086	89.38458618
222.1824493	102.3338477	89.45255035
221.9992981	102.4173611	89.51549347
221.8102493	102.4913721	89.58434479
221.6371994	102.5742941	89.64536591
221.4596939	102.638555	89.70666931
221.2940979	102.7218744	89.76648743
221.1114502	102.788353	89.8299231
220.9477997	102.839675	89.88978912
220.7870026	102.9287671	89.94484253
220.6131516	103.012121	90.00839172
220.4391479	103.0829028	90.07147186
220.27005	103.1700348	90.14432678
220.0951462	103.2344843	90.19571899
219.9254456	103.3161414	90.24530396
219.7472992	103.3843994	90.3197699
219.5757446	103.4707986	90.36954376
219.3971024	103.539328	90.44680969
219.2158966	103.6301035	90.51494873
219.0252533	103.7029236	90.58182373
218.8596497	103.7843329	90.63830658
218.6788025	103.8549216	90.7069574
218.5086517	103.9398816	90.77020874
218.3249512	104.0225018	90.83590973
218.159996	104.0929141	90.89089691
217.9796524	104.1624466	90.96427612
217.8134537	104.2457578	91.0262677
217.6387024	104.3127829	91.08839233
217.4720993	104.3943097	91.14895142
217.2990952	104.4604813	91.21375214
217.1262512	104.5595685	91.29176331
216.9347	104.6327191	91.3461203
216.770195	104.7116592	91.38723083
216.6070023	104.7764175	91.46722015
216.4357452	104.8702014	91.53265869
216.2508011	104.9404462	91.59938019
216.0818558	105.0266425	91.65877289
215.9045029	105.0985263	91.73031311
215.731102	105.1818549	91.77759003
215.5586472	105.254563	91.85922363
215.3931961	105.3357916	91.90528534
215.2192001	105.4034097	91.9865863
215.0506516	123.0666394	92.04696106
214.8757935	105.571282	92.11618103
214.7029495	105.6500259	92.16251099
214.5271454	105.727196	92.24703156
214.3469467	105.8198724	92.30710175
214.1608963	105.8974292	92.38502106
213.9875488	105.982886	92.44441437
213.8066483	106.0697409	92.5193985
213.6416473	106.1409885	92.58137115
213.4643936	106.2146091	92.64758514
213.2977524	106.3017117	92.70991119
213.1156998	106.371983	92.77861786
212.9345474	106.4685126	92.85809082
212.7471008	106.5459641	92.91916595
212.5818481	106.6368011	92.99108643
212.4102478	106.7052634	93.05151581
212.2356491	106.7963602	93.1287793
212.0610046	106.8724423	93.18916779
211.8965988	106.9572174	93.26439575
211.7275543	107.0290826	93.31662445
211.5537949	107.117692	93.37081726
211.3746033	107.1958438	93.45276062
211.2115021	107.2783731	93.50284332
211.0350037	107.360159	93.58421082
210.8704529	107.4399841	93.64455994
210.6920013	107.5248285	93.72037354
210.5144501	107.6163687	93.78775208
210.3238983	107.6963248	93.86476654
210.156456	107.7830591	93.92931641
209.9824524	107.8629291	94.00143982
209.8108978	107.9507037	94.06660522
209.6352997	108.031019	94.13878632
209.4624481	108.1197461	94.2017276
209.28965	108.1941669	94.27276581
209.1047974	108.2969202	94.33061859
208.9130554	108.3761014	94.42234802
208.7425537	108.4709387	94.50376862
208.5601044	108.5497327	94.57044861
208.4001999	108.6344766	94.63032806
208.2265549	108.7119888	94.70626617
208.0594482	108.8018591	94.76695496
207.8885498	108.8778589	94.84015594
207.7266006	108.9651923	94.90281677
207.5455017	109.0375192	94.97882202
207.3769989	109.1291827	95.03855499
207.2033997	109.2054379	95.11477295
207.0399017	109.2901974	95.16198883
206.8608017	109.3709857	95.24925964
206.6928024	109.4615265	95.28199005
206.5328522	109.535235	95.38155609
206.3464508	109.6416348	95.46887665
206.1546478	109.7224805	95.53654724
205.985405	109.8146973	95.60191925
205.8153	109.8905911	95.67412262
205.6528473	109.9824588	95.73682373
205.468399	110.0604391	95.81518707
205.3104935	110.1481708	95.87575043
205.1518021	110.221102	95.94706848
204.9754486	110.3153653	95.99698425
204.7966995	110.3967517	96.09066193
204.624054	110.4937814	96.14591278
204.4521027	110.5730029	96.23637543
204.2807999	110.6654517	96.28344238
204.1097488	110.7535754	96.37659912
203.9354477	110.840946	96.4433371
203.764801	110.9260196	96.51979797
203.597702	111.0130554	96.56692902
203.4176483	111.0974396	96.65898743
203.2556992	111.1830527	96.70713806
203.0949478	111.2610092	96.79278839
202.9243011	111.3593588	96.8620108
202.7374496	111.4414822	96.94370178
202.5755005	111.5323529	96.99149933
202.4149017	111.6123984	97.08573853
202.2342987	111.7119211	97.14383606
202.0491486	111.7965579	97.23978821
201.875	111.9021552	97.30421051
201.6883011	111.9879669	97.39589386
201.5157013	112.0820615	97.44157928
201.3374481	112.1641171	97.53667297
201.1780548	112.2580249	97.58520386
200.9952469	112.341525	97.68283691
200.8246002	112.4378723	97.73221313
200.6483459	112.5207596	97.82943146
200.4852982	112.6132333	97.87305023
200.305748	112.7013956	97.97859802
200.1312485	112.804202	98.05283264
199.9464035	112.890386	98.13301636
199.7763977	112.9828897	98.20361328
199.6022491	113.0682587	98.28203888
199.4296036	113.1720969	98.32938446
199.2430038	113.2617014	98.43782654
199.0740051	113.3586057	98.48606262
198.8980026	113.4435297	98.58561646
198.7345428	113.5405911	98.63182739
198.5580063	113.6242838	98.7342099
198.3768005	113.7332712	98.79518066
198.1946945	113.8128995	98.89064514
198.02285	113.918002	98.96274231
197.8433533	114.019762	99.04625244
197.6787949	114.1012488	99.10621033
197.5050507	114.1872137	99.19231628
197.339798	114.2850949	99.25705688
197.1526031	114.3781332	99.35301941
196.9741974	114.485694	99.41184052
196.7877502	114.5768765	99.51620178
196.6153946	114.6745667	99.57614136
196.4395981	114.759758	99.66922546
196.2727432	114.8603876	99.73011505
196.0951996	114.9454193	99.81587128
195.9096985	115.0632162	99.89036804
195.7231445	115.1470963	99.98211975
195.5611496	115.2503787	100.0590729
195.4034958	115.3203549	100.112095
195.2362518	115.4337036	100.1709457
195.063652	115.5070407	100.2709332
194.9175949	115.6077823	100.3131317
194.7595062	115.6802029	100.4079947
194.5837936	115.7922211	100.4703336
194.4153519	115.8752914	100.5618182
194.2393494	115.9835883	100.6404297
194.0591507	116.0799677	100.7206851
193.8883972	116.1743622	100.7981122
193.72155	116.2564447	100.8742081
193.5658035	116.3552997	100.9362329
193.4078979	116.433316	101.017728
193.2388535	116.5346359	101.0839163
193.0736542	116.6148828	101.1694168
192.9035568	116.7244894	101.2443781
192.7309494	116.8089163	101.3257913
192.5711975	116.915668	101.3953436
192.4028015	116.9940454	101.4768042
192.248703	117.0958682	101.5425418
192.0767517	117.1842865	101.6295264
191.914299	117.2824701	101.7154367
191.7374496	117.3751099	101.7845401
191.5804977	117.4751703	101.8696045
191.4074478	117.577027	101.939584
191.2405472	117.6693576	102.0240005
191.0650024	117.7611115	102.1000897
190.9098434	117.8691693	102.1823303
190.7270508	117.9507272	102.2574902
190.5593491	118.0645508	102.3416809
190.3874054	118.1523621	102.4202942
190.2253494	118.2530804	102.5058261
190.0428009	118.3473166	102.5797543
189.8836975	118.4549139	102.6726248
189.7091522	118.5440839	102.7386066
189.547348	118.647352	102.8253842
189.3730469	118.7448666	102.8994403
189.2197495	118.8412384	102.970643
189.0427017	118.9351462	103.0539651
188.8708496	119.0472595	103.1527966
188.6922989	119.1403494	103.2247342
188.5442505	119.2354514	103.3060327
188.3770523	119.3224258	103.3753339
188.2190018	119.432005	103.4658136
188.0483017	119.5186526	103.5390298
187.8922043	119.6240955	103.6269888
187.7137985	119.7340524	103.6990762
187.5433502	119.8313669	103.7938629
187.3722	119.9180414	103.8623981
187.2178955	120.0203485	103.9449301
187.0524979	120.1069858	104.0163687
186.8973541	120.2130215	104.1021146
186.7220535	120.3048999	104.1787231
186.5582047	120.4195102	104.2680322
186.4026947	120.5010294	104.3387045
186.2493057	120.6022403	104.4185828
186.072998	120.6976114	104.4994012
185.9035492	120.8118576	104.5899426
185.7312012	120.9028256	104.6667966
185.5768967	121.0173911	104.7555518
185.3989029	121.1080188	104.8271176
185.2335968	121.217626	104.9235229
185.067955	121.3108176	104.995502
184.8943481	121.420412	105.087197
184.7204514	121.5201193	105.1621158
184.5630951	121.6273853	105.2550687
184.3897476	121.7295807	105.3273819
184.2388992	121.8241208	105.4134457
184.0672989	121.9251697	105.4865891
183.9048462	122.0317883	105.5841605
183.7386017	122.1287772	105.6514828
183.5846939	122.2366751	105.7497061
183.4052505	122.3351508	105.8268231
183.2549515	122.43746	105.9087436
183.0884018	122.5321161	105.9873856
182.9336472	122.6372922	106.07077
182.7640457	122.7266522	106.1513681
182.6074524	122.8379053	106.2377179
182.4283524	122.938226	106.3190753
182.2519455	123.0608356	106.4261899
182.0783997	123.1597986	106.5008954
181.9261017	123.2684033	106.587558
181.751297	123.3680432	106.6671988
181.6015472	123.463996	106.7515292
181.4300537	123.5665848	106.8332312
181.2756042	123.6816925	106.9258505
181.0989532	123.7817206	107.000585
180.9425964	123.8917975	107.0977106
180.7703018	123.9929834	107.1701086
180.611702	124.102406	107.2703091
180.438652	124.2006555	107.3449478
180.2805481	124.3086932	107.4363373
180.1124496	124.4074991	107.515658
179.9439011	124.5311044	107.6147351
179.7660522	124.6295184	107.6921774
179.6083984	124.7471387	107.7901547
179.4295502	124.8634039	107.8731842
179.2610931	124.9768265	107.9726965
179.0812454	125.0784549	108.0523373
178.9303436	125.1864072	108.1478784
178.7621994	125.2876703	108.2226678
178.6119995	125.3922983	108.3167688
178.4424515	125.4983328	108.391344
178.2867508	125.6026224	108.4878259
178.1330032	125.6921255	108.5635559
177.960144	125.8259802	108.6699359
177.77285	125.9323199	108.7724493
177.6037979	126.0607217	108.8604605
177.4289474	126.1611127	108.9406702
177.2518997	126.2906802	109.0476038
177.0884018	126.3836298	109.1281406
176.9339447	126.4991666	109.2153503
176.7614059	126.5966458	109.3041046
176.5847473	126.7334747	109.4021692
176.410202	126.8294394	109.4813638
176.245697	126.9547821	109.5848911
176.0687485	127.0581802	109.6662973
175.8992996	127.1874271	109.7732486
175.7308044	127.2876483	109.8527939
175.572052	127.4104953	109.9550204
175.4002991	127.5119955	110.0408804
175.2463989	127.6290216	110.1338174
175.0740967	127.7311105	110.2171893
174.9256973	127.8487582	110.3083545
174.7523499	127.9499008	110.3907861
174.6026535	128.0684155	110.4844852
174.4379959	128.1742877	110.5667819
174.2836456	128.2848822	110.6621143
174.1308975	128.3853064	110.7392926
173.9609528	128.5061896	110.8411725
173.7901993	128.6142218	110.9289169
173.6361008	128.7337512	111.0268982
173.4556503	128.8397424	111.112811
173.310051	128.9604767	111.2087296
173.139801	129.0571136	111.2883313
172.9845963	129.1771515	111.3881946
172.8097992	129.2809247	111.4798477
172.6392059	129.4238416	111.5848376
172.4621506	129.5486902	111.6729935
172.2972488	129.6622137	111.7781702
172.1220016	129.7616211	111.8667264
171.9678955	129.8932446	111.964487
171.797493	129.9949048	112.0510175
171.6447983	130.1221802	112.1504889
171.4714508	130.2209961	112.2352234
171.2935486	130.3705347	112.3540213
171.1206055	130.4789307	112.4383173
170.9735489	130.5921759	112.5331879
170.7990036	130.7042236	112.6214664
170.6472473	130.8237018	112.718775
170.4912491	130.9239496	112.7985889
170.3401031	131.0386371	112.8945129
170.1679001	131.1494885	112.9829074
170.0191498	131.2759955	113.0808429
169.8397522	131.4049927	113.1724423
169.6675568	131.5241132	113.2867667
169.4898987	131.6342761	113.3809256
169.3301544	131.7709003	113.4840784
169.1637039	131.8699451	113.5745868
168.9862061	132.0132617	113.6820392
168.8118515	132.1280737	113.7806424
168.6569519	132.2621436	113.8816989
168.4884491	132.3646106	113.9836102
168.3125	132.5143488	114.0962802
168.1353455	132.6283521	114.1757535
167.9661026	132.7635413	114.2919363
167.7966003	132.8765405	114.3756967
167.638649	133.0027142	114.4868472
167.4653473	133.1186218	114.5766626
167.3152466	133.2388	114.676824
167.1645508	133.3411505	114.7558414
167.009407	133.4687006	114.8597766
166.8361969	133.5850421	114.9569751
166.6675034	133.7223059	115.0663489
166.5093994	133.8263464	115.1523071
166.3513489	133.9585413	115.2556143
166.1778488	134.0719598	115.3452368
166.0296478	134.194483	115.4499374
165.8591003	134.3088763	115.5351761
165.7067947	134.435083	115.6446133
165.5393982	134.5522473	115.7310721
165.3759995	134.6873926	115.8494962
165.2174988	134.7917096	115.9335178
165.0612488	134.9256335	116.039072
164.8913956	135.0397235	116.1328671
164.7314529	135.1843597	116.2443253
164.555954	135.3037708	116.3402731
164.4052505	135.4248181	116.4398441
164.2356033	135.5480817	116.5361819
164.0819473	135.6739502	116.6412619
163.9122009	135.7912463	116.7340466
163.7532501	158.5914313	116.8506143
163.5875473	136.0617041	116.944187
163.4148941	136.1918079	117.0576022
163.2434998	136.3043634	117.1578381
163.0926514	136.4435144	117.2596524
162.9172516	136.5565674	117.3624515
162.7668457	136.6891681	117.4605634
162.5987549	136.8024646	117.5608182
162.4461517	136.938078	117.6607565
162.276001	137.0678705	117.7630405
162.121254	137.1878308	117.8676361
161.9562988	137.3189294	117.9632358
161.8019485	137.4362811	118.0655521
161.6287003	137.5604846	118.1621384
161.4807968	137.6894226	118.2673807
161.3064499	137.8177075	118.3648706
161.1503525	137.9596411	118.4867862
160.9675064	138.091897	118.586062
160.7952499	138.2364807	118.7097171
160.6311493	138.3609277	118.8046872
160.4830017	138.4879333	118.9106458
160.306694	138.6168042	119.0157404
160.1529007	138.7450775	119.1166235
159.9844513	138.8834705	119.2220868
159.8353043	139.0048279	119.3241953
159.6585464	139.1405902	119.4302411
159.4922485	139.277865	119.5465305
159.3214035	139.3914917	119.6491309
159.1727982	139.5358704	119.7537848
159.0007019	139.6536737	119.8573468
158.8468475	139.7975244	119.9662946
158.6795502	139.9219153	120.0677798
158.5128479	140.0711884	120.184812
158.3387985	140.1978119	120.2882666
158.1829453	140.3448065	120.404982
158.0017471	140.4956921	120.512753
157.833046	140.6301001	120.6395877
157.6637955	140.7614911	120.7379712
157.4849472	140.9190076	120.86745
157.3087006	141.06867	120.9804764
157.1386032	141.202981	121.0986688
156.9692459	141.3308673	121.2069989
156.8154984	141.4654126	121.3104468
156.6563034	141.5893427	121.414137
156.5054932	141.7257684	121.5199399
156.3347015	141.8554321	121.6290323
156.1801453	141.9952771	121.7355246
156.0270004	142.1165289	121.8335785
155.8787003	142.2498615	121.9397687
155.7050018	142.3852972	122.0445404
155.5501022	142.521264	122.1580392
155.3820496	142.6551233	122.2636041
155.2229462	142.8023199	122.3859839
155.0505524	142.9303564	122.492175
154.8799973	143.092124	122.6181854
154.7097015	143.2197888	122.7247684
154.5457001	143.3752942	122.8497189
154.3761978	143.5028705	122.9518481
154.2207031	143.6580914	123.0678622
154.0526962	143.81073	123.178309
153.8778992	143.9536127	123.305741
153.7086945	144.0835168	123.417489
153.5535507	144.240423	123.5376172
153.3787994	144.372417	123.643024
153.2229462	144.5210406	123.7625937
153.0480957	144.6558081	123.8687827
152.8992462	144.7951154	123.9879831
152.7307968	144.9260229	124.0949673
152.5582504	145.0886835	124.2207532
152.3887024	145.2358832	124.3286951
152.2398453	145.3797681	124.4500983
152.0699997	145.5114032	124.5527319
151.9207993	145.6575977	124.6777103
151.7416458	145.7999316	124.7940414
151.5698547	145.9645844	124.92603
151.4043503	146.0990198	125.0345074
151.2511978	146.2427448	125.1511749
151.0798492	146.3872308	125.2687305
150.9250946	146.5317511	125.3810199
150.760704	146.6791541	125.5005658
150.6083984	146.8184509	125.6142139
150.4386978	146.9641486	125.7304404
150.2916031	147.1004303	125.8442477
150.1185989	147.2469745	125.9564972
149.9497528	147.4074554	126.0861432
149.7787018	147.5528424	126.2015829
149.6232986	147.7128137	126.3292242
149.4446945	147.8611792	126.4473462
149.2779465	148.025946	126.5769803
149.1089478	148.1676599	126.6927576
148.9530945	148.3254346	126.8176468
148.7724991	148.4762958	126.9561383
148.6037979	148.6414343	127.0709384
148.4322052	148.7821625	127.1810858
148.2649002	148.9541382	127.3255746
148.0899506	149.094491	127.4318262
147.9424057	149.2456549	127.5603333
147.774704	149.3879633	127.6678171
147.6185532	149.5408844	127.7974713
147.4487991	149.6887506	127.9091946
147.2985992	149.8380194	128.0367328
147.1308975	149.9848706	128.1463519
146.9555511	150.1710834	128.2963885
146.7789536	150.3299048	128.4249261
146.6292496	150.4675781	128.5403601
146.4736481	150.6164734	128.6517358
146.3164978	150.7670648	128.779317
146.1397476	150.9313513	128.8931323
145.9692535	151.0924194	129.0344928
145.7982483	151.2509399	129.1494666
145.6435471	151.4063507	129.2906464
145.4735031	151.5515784	129.4091754
145.3184967	151.7181537	129.5335236
145.1497498	151.8566223	129.6533765
144.9898529	152.037951	129.7885187
144.8162003	152.187215	129.9104236
144.6434555	152.3675824	130.0548285
144.4723969	152.5119598	130.1713635
144.3274002	152.6740015	130.3010938
144.1556931	152.8322052	130.4278815
143.9976501	152.9926086	130.5540332
143.8234482	153.1399286	130.676355
143.6568985	153.3130157	130.8173773
143.4841003	153.4699359	130.9391083
143.3253937	153.6461609	131.078504
143.157547	153.790824	131.2040942
142.9870987	153.9798431	131.3433044
142.8137436	154.128783	131.4726263
142.6580963	154.3108405	131.6064484
142.4808426	154.4587415	131.7463428
142.3169479	154.6448047	131.8759753
142.151001	154.7890253	131.9958801
142.0051956	154.963952	132.127746
141.822197	155.1194965	132.2604065
141.6557999	155.315744	132.4079272
141.4863052	155.4692926	132.5361627
141.335556	155.6399585	132.6677618
141.160202	155.799173	132.7956
141.002449	155.972774	132.9303577
140.8357544	156.145498	133.0567072
140.6850967	156.2848676	133.1846954
140.5114517	156.4539648	133.3153387
140.3355942	156.6446497	133.4757635
140.1539459	156.8219196	133.6079822
139.9984512	156.9927441	133.7486096
139.8347015	157.1454999	133.8698767
139.6777496	157.3171179	134.0121637
139.5231476	157.4625024	134.1221466
139.3696976	157.6284332	134.2621143
139.1995544	157.8070856	134.3978693
139.0447998	157.9639294	134.5278577
138.8754501	158.1389233	134.6621765
138.7261963	158.2906	134.7924323
138.5719528	158.4579425	134.9093414
138.4175568	158.6107477	135.0481049
138.2489548	158.7934009	135.1789215
138.0933533	158.9734546	135.3258344
137.9172516	159.1399524	135.4791107
137.7482986	159.3265118	135.6168768
137.5836487	159.4943524	135.7486597
137.4250031	159.6762634	135.897807
137.2450943	159.8668079	136.0570544
137.0692978	160.0545392	136.1932874
136.889801	160.2299188	136.330744
136.7408524	160.4045087	136.4704828
136.5718002	160.5734424	136.6111743
136.3947525	160.7781427	136.7716937
136.2292023	160.9441577	136.8979694
136.0656509	161.1328491	137.0544855
135.8896484	161.3111737	137.1905444
135.7345963	161.4985571	137.3366003
135.5618439	161.6764478	137.4823248
135.4059448	161.8509674	137.6232135
135.2264481	162.0404474	137.7636395
135.0484009	162.243327	137.9346552
134.8708496	162.4179218	138.1029828
134.6952057	162.6299292	138.2358875
134.5184479	162.8285339	138.3897992
134.3505478	163.0129016	138.5479889
134.178299	163.1850116	138.6867688
134.0235443	163.3728217	138.8337201
133.843956	163.5724866	138.9773743
133.6926498	163.7382434	139.1192145
133.5216522	163.9147406	139.2599835
133.3431473	164.1311182	139.4396704
133.1678467	164.3402368	139.5997058
133.0017471	164.5120087	139.7447809
132.8446503	164.6750977	139.8780597
132.6966476	164.8536877	140.0113373
132.5231552	165.0380341	140.1646936
132.3661575	165.2326996	140.3129456
132.1960983	165.4163605	140.459978
132.0275497	165.6185645	140.6210571
131.8734055	165.7896851	140.7537646
131.7164001	165.984696	140.9156537
131.5391464	166.1697491	141.0627759
131.3887024	166.3574011	141.2029987
131.2181473	166.541593	141.3566254
131.0627518	166.7471545	141.5112531
130.8911514	166.9134869	141.67495
130.7145538	167.140611	141.8458051
130.5420532	167.3383899	141.9706934
130.3673477	167.5441772	142.1456525
130.1991501	167.7368683	142.287204
130.0470505	167.9186658	142.4520605
129.8744049	168.1199493	142.6020984
129.724556	168.3024487	142.7585486
129.5498428	168.49383	142.9045825
129.4031448	168.6887103	143.0605878
129.247551	168.8521521	143.1896234
129.0766525	169.0790149	143.3628522
128.9055481	169.26737	143.52146
128.7314529	169.490614	143.6962903
128.5641479	169.6799738	143.8490491
128.3919449	169.896261	144.0154358
128.2258987	170.0845313	144.1706726
128.0728455	170.2943481	144.3254834
127.8986015	170.4838947	144.4782306
127.7202988	170.7158923	144.6609143
127.5455017	170.9426935	144.8209229
127.3795013	171.1266644	144.9945093
127.2265015	171.3003589	145.1264966
127.0752487	171.5105261	145.2909705
126.9001999	171.7198816	145.4442316
126.7364998	171.9128107	145.6201178
126.5579987	172.1220349	145.7763477
126.3899994	172.3364441	145.9530743
